Date, Open, High, Low, Close, Volume
05/25/12, 0.05, 0.05, 0.05, 0.05, 25000
05/22/12, 0.07, 0.075, 0.045, 0.045, 24000
05/21/12, 0.04, 0.04, 0.04, 0.04, 5000
05/18/12, 0.075, 0.075, 0.075, 0.075, 15000
05/17/12, 0.075, 0.075, 0.075, 0.075, 5000
05/11/12, 0.075, 0.075, 0.075, 0.075, 5000
05/10/12, 0.075, 0.075, 0.075, 0.075, 1000
04/20/12, 0.025, 0.025, 0.025, 0.025, 1000
04/17/12, 0.035, 0.035, 0.035, 0.035, 5000
03/27/12, 0.045, 0.045, 0.045, 0.045, 12000
03/19/12, 0.04, 0.045, 0.04, 0.045, 13000
03/14/12, 0.045, 0.045, 0.03, 0.045, 88500
03/12/12, 0.045, 0.045, 0.045, 0.045, 6000
02/15/12, 0.059, 0.059, 0.059, 0.059, 3000
02/14/12, 0.06, 0.06, 0.06, 0.06, 1250
02/13/12, 0.035, 0.059, 0.035, 0.059, 1900
02/10/12, 0.034, 0.034, 0.034, 0.034, 4999
02/09/12, 0.03, 0.03, 0.03, 0.03, 10000
02/08/12, 0.085, 0.085, 0.025, 0.025, 1200
02/07/12, 0.02, 0.04, 0.02, 0.04, 20100
02/02/12, 0.0085, 0.02, 0.0085, 0.01, 16000
01/23/12, 0.0037, 0.0037, 0.0037, 0.0037, 100
12/28/11, 0.0037, 0.0037, 0.0037, 0.0037, 45904
12/23/11, 0.0075, 0.0085, 0.0037, 0.0037, 149176
12/22/11, 0.008, 0.008, 0.0025, 0.0075, 499164
12/08/11, 0.015, 0.015, 0.015, 0.015, 5000
12/06/11, 0.015, 0.015, 0.015, 0.015, 56000
11/25/11, 0.019, 0.019, 0.019, 0.019, 100
11/23/11, 0.015, 0.022, 0.015, 0.022, 45700
11/03/11, 0.015, 0.015, 0.0053, 0.0053, 4000
08/02/11, 0.035, 0.035, 0.0162, 0.0162, 20000
07/26/11, 0.025, 0.025, 0.02, 0.02, 10000
05/18/11, 0.025, 0.025, 0.025, 0.025, 2100
01/13/11, 0.039, 0.04, 0.039, 0.039, 44960
12/22/10, 0.10, 0.10, 0.10, 0.10, 300
12/21/10, 0.022, 0.022, 0.022, 0.022, 8000
12/20/10, 0.022, 0.022, 0.022, 0.022, 10000
12/08/10, 0.10, 0.10, 0.021, 0.021, 200
10/21/10, 0.05, 0.05, 0.021, 0.05, 4000
10/19/10, 0.039, 0.039, 0.039, 0.039, 3500
09/29/10, 0.05, 0.05, 0.049, 0.05, 45798
07/14/10, 0.09, 0.09, 0.09, 0.09, 25000
07/02/10, 0.07, 0.07, 0.07, 0.07, 500
07/01/10, 0.07, 0.07, 0.07, 0.07, 20850
05/06/10, 0.02, 0.05, 0.02, 0.05, 1300
04/28/10, 0.05, 0.05, 0.05, 0.05, 5000
04/19/10, 0.03, 0.03, 0.03, 0.03, 1500
03/16/10, 0.015, 0.14, 0.015, 0.025, 231386
02/16/10, 0.06, 0.06, 0.06, 0.06, 5000
02/12/10, 0.06, 0.06, 0.06, 0.06, 15000
12/31/09, 0.08, 0.08, 0.08, 0.08, 100
09/21/09, 0.14, 0.14, 0.14, 0.14, 100
09/16/09, 0.07, 0.07, 0.07, 0.07, 5000
09/15/09, 0.05, 0.14, 0.04, 0.04, 16300
09/08/09, 0.04, 0.04, 0.04, 0.04, 1000
09/04/09, 0.04, 0.05, 0.04, 0.05, 5500
09/03/09, 0.06, 0.06, 0.06, 0.06, 1317
08/31/09, 0.09, 0.09, 0.09, 0.09, 400
08/27/09, 0.04, 0.04, 0.04, 0.04, 5000
08/26/09, 0.06, 0.06, 0.04, 0.04, 6140
08/19/09, 0.06, 0.11, 0.06, 0.11, 5000
08/07/09, 0.06, 0.06, 0.06, 0.06, 269
07/16/09, 0.05, 0.05, 0.05, 0.05, 570
07/09/09, 0.14, 0.14, 0.14, 0.14, 100
06/25/09, 0.05, 0.05, 0.05, 0.05, 269
06/23/09, 0.09, 0.09, 0.09, 0.09, 20000
06/19/09, 0.08, 0.08, 0.05, 0.05, 5202
06/17/09, 0.09, 0.09, 0.09, 0.09, 5200
03/11/09, 0.10, 0.10, 0.09, 0.09, 6530
01/26/09, 0.18, 0.18, 0.18, 0.18, 3000
01/22/09, 0.135, 0.135, 0.135, 0.135, 10000
01/21/09, 0.15, 0.15, 0.15, 0.15, 50000
12/26/08, 0.18, 0.18, 0.18, 0.18, 500
12/22/08, 0.131, 0.14, 0.131, 0.14, 40000
12/17/08, 0.24, 0.24, 0.22, 0.22, 40000
12/16/08, 0.131, 0.131, 0.131, 0.131, 22000
12/09/08, 0.121, 0.20, 0.121, 0.20, 10000
12/03/08, 0.18, 0.18, 0.18, 0.18, 5000
12/02/08, 0.17, 0.17, 0.121, 0.121, 12500
11/28/08, 0.22, 0.22, 0.22, 0.22, 10000
11/19/08, 0.19, 0.19, 0.19, 0.19, 5000
11/17/08, 0.18, 0.18, 0.18, 0.18, 5000
11/14/08, 0.25, 0.25, 0.25, 0.25, 15000
11/07/08, 0.295, 0.30, 0.21, 0.21, 31725
11/06/08, 0.30, 0.30, 0.30, 0.30, 115000
11/05/08, 0.31, 0.33, 0.29, 0.32, 291000
11/03/08, 0.25, 0.32, 0.25, 0.25, 216000
10/30/08, 0.20, 0.20, 0.20, 0.20, 1200
10/29/08, 0.30, 0.30, 0.30, 0.30, 5000
10/28/08, 0.20, 0.25, 0.20, 0.25, 55000
10/27/08, 0.16, 0.16, 0.16, 0.16, 33000
10/24/08, 0.16, 0.16, 0.16, 0.16, 2000
10/23/08, 0.16, 0.16, 0.16, 0.16, 8000
10/13/08, 0.11, 0.16, 0.11, 0.16, 11500
10/10/08, 0.17, 0.17, 0.12, 0.13, 28005
10/08/08, 0.20, 0.20, 0.20, 0.20, 18100
10/06/08, 0.20, 0.20, 0.20, 0.20, 30000
10/03/08, 0.21, 0.21, 0.20, 0.20, 5000
10/02/08, 0.20, 0.20, 0.20, 0.20, 600
09/30/08, 0.25, 0.25, 0.25, 0.25, 2500
09/24/08, 0.30, 0.30, 0.30, 0.30, 5000
09/23/08, 0.25, 0.32, 0.25, 0.32, 35000
09/18/08, 0.25, 0.25, 0.25, 0.25, 300
09/02/08, 0.17, 0.25, 0.17, 0.25, 330
08/27/08, 0.20, 0.25, 0.16, 0.25, 21000
08/26/08, 0.23, 0.30, 0.23, 0.30, 17000
08/21/08, 0.22, 0.23, 0.22, 0.23, 15000
08/19/08, 0.16, 0.22, 0.15, 0.22, 8300
08/18/08, 0.21, 0.21, 0.21, 0.21, 25000
08/15/08, 0.22, 0.22, 0.22, 0.22, 5000
08/14/08, 0.19, 0.19, 0.19, 0.19, 10000
08/13/08, 0.17, 0.19, 0.17, 0.19, 6000
08/04/08, 0.125, 0.125, 0.1224, 0.1224, 2500
07/31/08, 0.16, 0.16, 0.121, 0.122, 60500
07/30/08, 0.24, 0.25, 0.16, 0.25, 71000
07/24/08, 0.28, 0.28, 0.27, 0.27, 25000
07/23/08, 0.30, 0.30, 0.30, 0.30, 250
07/22/08, 0.155, 0.30, 0.155, 0.30, 33100
07/21/08, 0.13, 0.13, 0.13, 0.13, 5000
07/18/08, 0.145, 0.145, 0.145, 0.145, 5000
07/17/08, 0.125, 0.125, 0.121, 0.121, 27000
07/16/08, 0.121, 0.121, 0.121, 0.121, 5000
07/15/08, 0.121, 0.13, 0.121, 0.121, 15000
07/14/08, 0.135, 0.135, 0.121, 0.121, 35000
07/10/08, 0.15, 0.15, 0.15, 0.15, 5000
07/09/08, 0.17, 0.17, 0.15, 0.15, 35000
07/08/08, 0.19, 0.20, 0.19, 0.20, 12800
07/07/08, 0.20, 0.20, 0.16, 0.16, 20000
07/02/08, 0.23, 0.23, 0.21, 0.21, 15000
07/01/08, 0.23, 0.23, 0.23, 0.23, 200
06/30/08, 0.22, 0.22, 0.22, 0.22, 5000
06/25/08, 0.32, 0.32, 0.32, 0.32, 5000
06/24/08, 0.32, 0.32, 0.32, 0.32, 5000
06/23/08, 0.17, 0.24, 0.17, 0.24, 20000
06/18/08, 0.20, 0.20, 0.20, 0.20, 5000
06/17/08, 0.19, 0.19, 0.19, 0.19, 15000
06/04/08, 0.20, 0.20, 0.20, 0.20, 300
06/03/08, 0.20, 0.20, 0.20, 0.20, 5000
05/28/08, 0.35, 0.35, 0.34, 0.34, 5300
05/27/08, 0.21, 0.35, 0.21, 0.35, 21830
05/23/08, 0.20, 0.20, 0.20, 0.20, 35000
05/19/08, 0.155, 0.19, 0.155, 0.155, 7000
05/13/08, 0.21, 0.21, 0.21, 0.21, 30000
04/30/08, 0.30, 0.30, 0.30, 0.30, 20000
04/22/08, 0.31, 0.34, 0.31, 0.34, 5655
04/07/08, 0.26, 0.26, 0.26, 0.26, 2000
04/01/08, 0.26, 0.26, 0.26, 0.26, 3000
03/31/08, 0.28, 0.28, 0.28, 0.28, 10000
03/12/08, 0.30, 0.30, 0.30, 0.30, 100
02/19/08, 0.35, 0.35, 0.35, 0.35, 4500
02/07/08, 0.25, 0.25, 0.25, 0.25, 100
01/31/08, 0.25, 0.25, 0.25, 0.25, 5925
01/25/08, 0.23, 0.23, 0.23, 0.23, 5000
01/09/08, 0.29, 0.29, 0.29, 0.29, 4300
01/03/08, 0.32, 0.32, 0.31, 0.31, 17160
01/02/08, 0.40, 0.40, 0.32, 0.32, 9200
12/28/07, 0.31, 0.40, 0.31, 0.40, 225
12/21/07, 0.34, 0.34, 0.34, 0.34, 415
12/19/07, 0.32, 0.32, 0.31, 0.31, 10340
12/17/07, 0.39, 0.40, 0.39, 0.40, 82300
12/11/07, 0.40, 0.40, 0.40, 0.40, 30000
12/05/07, 0.44, 0.44, 0.4095, 0.4095, 122740
12/03/07, 0.45, 0.45, 0.45, 0.45, 1000
11/28/07, 0.39, 0.39, 0.39, 0.39, 4250
11/27/07, 0.39, 0.39, 0.39, 0.39, 10903
11/26/07, 0.35, 0.35, 0.35, 0.35, 5314
11/19/07, 0.35, 0.35, 0.35, 0.35, 22500
11/15/07, 0.39, 0.39, 0.39, 0.39, 1000
11/14/07, 0.39, 0.39, 0.39, 0.39, 2400
11/13/07, 0.35, 0.39, 0.35, 0.39, 614
11/12/07, 0.34, 0.39, 0.34, 0.39, 4000
11/05/07, 0.39, 0.39, 0.33, 0.33, 1564
10/31/07, 0.39, 0.39, 0.39, 0.39, 1500
10/26/07, 0.35, 0.36, 0.33, 0.36, 20500
10/23/07, 0.32, 0.35, 0.32, 0.33, 23000
10/17/07, 0.31, 0.35, 0.31, 0.35, 12120
10/03/07, 0.32, 0.35, 0.30, 0.30, 26830
09/27/07, 0.35, 0.35, 0.35, 0.35, 900
09/25/07, 0.35, 0.35, 0.32, 0.32, 26000
09/24/07, 0.31, 0.31, 0.31, 0.31, 5000
09/21/07, 0.315, 0.34, 0.31, 0.31, 12900
09/19/07, 0.34, 0.34, 0.34, 0.34, 100
09/10/07, 0.31, 0.31, 0.26, 0.26, 7700
09/07/07, 0.30, 0.30, 0.30, 0.30, 250
09/06/07, 0.32, 0.32, 0.32, 0.32, 750
09/04/07, 0.30, 0.30, 0.30, 0.30, 4000
08/30/07, 0.30, 0.30, 0.30, 0.30, 4000
08/29/07, 0.30, 0.30, 0.30, 0.30, 250
08/28/07, 0.32, 0.32, 0.26, 0.30, 40000
08/27/07, 0.25, 0.25, 0.25, 0.25, 2500
08/24/07, 0.25, 0.25, 0.25, 0.25, 3500
08/22/07, 0.28, 0.30, 0.28, 0.30, 13000
08/21/07, 0.23, 0.23, 0.23, 0.23, 1000
08/17/07, 0.23, 0.23, 0.23, 0.23, 500
08/16/07, 0.23, 0.23, 0.23, 0.23, 50000
08/13/07, 0.29, 0.29, 0.29, 0.29, 100
08/08/07, 0.29, 0.29, 0.29, 0.29, 3500
08/06/07, 0.26, 0.26, 0.26, 0.26, 5000
08/03/07, 0.26, 0.26, 0.26, 0.26, 1000
07/27/07, 0.26, 0.30, 0.26, 0.30, 5180
07/24/07, 0.30, 0.30, 0.30, 0.30, 5600
07/20/07, 0.30, 0.30, 0.29, 0.29, 18320
07/19/07, 0.25, 0.25, 0.25, 0.25, 55020
07/18/07, 0.25, 0.25, 0.25, 0.25, 20000
07/17/07, 0.25, 0.25, 0.25, 0.25, 2400
07/16/07, 0.3125, 0.3125, 0.25, 0.30, 26900
07/13/07, 0.28, 0.37, 0.26, 0.3125, 193888
07/10/07, 0.25, 0.25, 0.25, 0.25, 5000
07/09/07, 0.27, 0.27, 0.26, 0.26, 9000
07/05/07, 0.28, 0.28, 0.28, 0.28, 825
07/03/07, 0.25, 0.28, 0.25, 0.28, 5200
06/25/07, 0.25, 0.25, 0.25, 0.25, 9368
06/20/07, 0.255, 0.255, 0.255, 0.255, 5000
06/19/07, 0.255, 0.255, 0.255, 0.255, 5000
06/18/07, 0.255, 0.255, 0.25, 0.25, 7000
06/12/07, 0.30, 0.30, 0.30, 0.30, 5000
06/11/07, 0.30, 0.30, 0.30, 0.30, 4680
06/08/07, 0.30, 0.30, 0.26, 0.26, 8350
06/07/07, 0.30, 0.30, 0.30, 0.30, 3000
06/06/07, 0.30, 0.30, 0.29, 0.29, 5800
06/05/07, 0.30, 0.30, 0.29, 0.29, 6400
06/04/07, 0.26, 0.26, 0.26, 0.26, 5000
05/30/07, 0.30, 0.30, 0.29, 0.29, 200
05/29/07, 0.255, 0.27, 0.255, 0.27, 10000
05/23/07, 0.27, 0.27, 0.245, 0.245, 18000
05/22/07, 0.23, 0.23, 0.23, 0.23, 716
05/21/07, 0.26, 0.28, 0.25, 0.28, 32500
05/17/07, 0.2813, 0.29, 0.27, 0.29, 20518
05/16/07, 0.29, 0.29, 0.29, 0.29, 1900
05/15/07, 0.30, 0.30, 0.30, 0.30, 9000
05/14/07, 0.30, 0.30, 0.30, 0.30, 18758
05/08/07, 0.29, 0.34, 0.27, 0.33, 231420
05/07/07, 0.19, 0.29, 0.19, 0.29, 166695
05/04/07, 0.181, 0.181, 0.181, 0.181, 10250
05/02/07, 0.181, 0.181, 0.181, 0.181, 2000
05/01/07, 0.19, 0.19, 0.19, 0.19, 25000
04/30/07, 0.19, 0.19, 0.19, 0.19, 5000
04/27/07, 0.18, 0.18, 0.176, 0.1761, 23500
04/26/07, 0.176, 0.176, 0.176, 0.176, 6000
04/25/07, 0.18, 0.18, 0.18, 0.18, 33000
04/20/07, 0.19, 0.19, 0.18, 0.18, 5500
04/19/07, 0.18, 0.181, 0.18, 0.18, 22655
04/16/07, 0.18, 0.18, 0.1755, 0.1755, 2000
04/13/07, 0.18, 0.18, 0.18, 0.18, 9145
04/12/07, 0.177, 0.20, 0.1755, 0.1755, 6120
04/11/07, 0.1755, 0.177, 0.1755, 0.177, 10000
04/10/07, 0.1755, 0.1755, 0.1755, 0.1755, 10000
04/09/07, 0.18, 0.18, 0.1755, 0.1755, 11000
04/05/07, 0.19, 0.19, 0.18, 0.18, 19000
04/04/07, 0.19, 0.19, 0.19, 0.19, 6360
04/03/07, 0.175, 0.19, 0.1725, 0.19, 407730
04/02/07, 0.1705, 0.1705, 0.1705, 0.1705, 10000
03/30/07, 0.17, 0.17, 0.17, 0.17, 20000
03/29/07, 0.17, 0.18, 0.17, 0.17, 67830
03/28/07, 0.17, 0.17, 0.163, 0.163, 210100
03/27/07, 0.17, 0.17, 0.1631, 0.1631, 14700
03/26/07, 0.1563, 0.17, 0.1563, 0.161, 254900
03/23/07, 0.15, 0.15, 0.15, 0.15, 72000
03/22/07, 0.15, 0.15, 0.15, 0.15, 1800
03/21/07, 0.146, 0.146, 0.146, 0.146, 1500
03/20/07, 0.149, 0.149, 0.146, 0.146, 85000
03/16/07, 0.146, 0.146, 0.146, 0.146, 40000
03/15/07, 0.145, 0.145, 0.145, 0.145, 49000
03/14/07, 0.149, 0.149, 0.145, 0.149, 56000
03/13/07, 0.144, 0.149, 0.144, 0.149, 44000
03/08/07, 0.144, 0.144, 0.144, 0.144, 20000
03/07/07, 0.1431, 0.144, 0.1431, 0.144, 56000
03/06/07, 0.1425, 0.1425, 0.1425, 0.1425, 11000
03/05/07, 0.1425, 0.1425, 0.1425, 0.1425, 60000
03/02/07, 0.142, 0.145, 0.142, 0.145, 100000
02/27/07, 0.1502, 0.1502, 0.1405, 0.144, 270000
02/26/07, 0.16, 0.16, 0.1405, 0.1405, 3265
02/23/07, 0.16, 0.16, 0.16, 0.16, 2000
02/22/07, 0.14, 0.14, 0.14, 0.14, 110000
02/21/07, 0.131, 0.131, 0.131, 0.131, 3000
02/20/07, 0.14, 0.14, 0.14, 0.14, 2000
02/16/07, 0.121, 0.14, 0.121, 0.13, 105300
02/15/07, 0.14, 0.15, 0.13, 0.13, 106000
02/06/07, 0.13, 0.13, 0.13, 0.13, 10000
02/02/07, 0.14, 0.14, 0.13, 0.13, 8300
02/01/07, 0.14, 0.14, 0.14, 0.14, 5000
01/31/07, 0.135, 0.135, 0.135, 0.135, 12000
01/26/07, 0.135, 0.14, 0.135, 0.14, 6000
01/25/07, 0.14, 0.15, 0.14, 0.15, 7000
01/23/07, 0.135, 0.135, 0.135, 0.135, 5165
01/19/07, 0.14, 0.14, 0.14, 0.14, 30000
01/17/07, 0.135, 0.135, 0.135, 0.135, 5000
01/16/07, 0.135, 0.135, 0.135, 0.135, 1000
01/11/07, 0.135, 0.135, 0.135, 0.135, 12000
01/03/07, 0.15, 0.15, 0.15, 0.15, 4000
12/29/06, 0.14, 0.15, 0.13, 0.14, 40000
12/27/06, 0.125, 0.13, 0.125, 0.13, 13000
12/26/06, 0.16, 0.18, 0.12, 0.13, 297175
12/11/06, 0.13, 0.14, 0.13, 0.13, 33700
12/04/06, 0.12, 0.12, 0.12, 0.12, 1450
12/01/06, 0.13, 0.13, 0.12, 0.12, 15000
11/29/06, 0.12, 0.12, 0.12, 0.12, 50000
11/28/06, 0.12, 0.12, 0.12, 0.12, 10000
11/24/06, 0.147, 0.147, 0.14, 0.14, 105000
11/22/06, 0.14, 0.14, 0.14, 0.14, 5000
11/20/06, 0.14, 0.14, 0.14, 0.14, 5000
11/13/06, 0.115, 0.12, 0.115, 0.12, 45000
11/10/06, 0.131, 0.131, 0.131, 0.131, 10000
11/08/06, 0.131, 0.131, 0.131, 0.131, 4000
11/02/06, 0.14, 0.14, 0.14, 0.14, 10000
10/17/06, 0.16, 0.16, 0.16, 0.16, 5000
10/12/06, 0.14, 0.14, 0.14, 0.14, 14000
10/10/06, 0.14, 0.14, 0.14, 0.14, 5165
10/05/06, 0.15, 0.15, 0.15, 0.15, 37500
10/02/06, 0.15, 0.15, 0.15, 0.15, 15000
09/21/06, 0.14, 0.14, 0.14, 0.14, 2000
09/19/06, 0.14, 0.14, 0.14, 0.14, 5000
09/18/06, 0.15, 0.15, 0.14, 0.14, 22000
09/14/06, 0.15, 0.15, 0.15, 0.15, 8200
09/13/06, 0.17, 0.17, 0.15, 0.15, 25375
09/11/06, 0.16, 0.16, 0.16, 0.16, 2500
09/06/06, 0.16, 0.16, 0.16, 0.16, 2000
08/24/06, 0.17, 0.17, 0.17, 0.17, 5000
08/23/06, 0.17, 0.17, 0.17, 0.17, 250
08/22/06, 0.17, 0.17, 0.17, 0.17, 4730
08/14/06, 0.17, 0.17, 0.17, 0.17, 500
08/11/06, 0.17, 0.17, 0.17, 0.17, 5000
08/10/06, 0.17, 0.17, 0.17, 0.17, 20000
07/31/06, 0.20, 0.20, 0.20, 0.20, 2500
07/25/06, 0.20, 0.20, 0.20, 0.20, 19000
07/21/06, 0.19, 0.19, 0.19, 0.19, 10000
07/18/06, 0.20, 0.20, 0.20, 0.20, 10000
07/14/06, 0.19, 0.19, 0.19, 0.19, 5000
07/12/06, 0.21, 0.21, 0.21, 0.21, 5000
07/07/06, 0.21, 0.21, 0.21, 0.21, 375
06/20/06, 0.21, 0.21, 0.19, 0.21, 10800
06/19/06, 0.20, 0.20, 0.18, 0.18, 15000
06/13/06, 0.21, 0.21, 0.21, 0.21, 5000
06/12/06, 0.21, 0.21, 0.21, 0.21, 13935
06/09/06, 0.21, 0.21, 0.21, 0.21, 5000
06/08/06, 0.20, 0.21, 0.20, 0.21, 6000
06/06/06, 0.24, 0.24, 0.20, 0.21, 6000
06/01/06, 0.22, 0.22, 0.22, 0.22, 5000
05/31/06, 0.23, 0.25, 0.23, 0.23, 95000
05/30/06, 0.22, 0.22, 0.22, 0.22, 5000
05/26/06, 0.23, 0.23, 0.23, 0.23, 5000
05/25/06, 0.24, 0.24, 0.24, 0.24, 20000
05/24/06, 0.24, 0.25, 0.24, 0.25, 10000
05/23/06, 0.23, 0.25, 0.23, 0.25, 300000
05/22/06, 0.26, 0.26, 0.21, 0.23, 60000
05/19/06, 0.21, 0.24, 0.21, 0.23, 35500
05/17/06, 0.22, 0.22, 0.22, 0.22, 9000
05/16/06, 0.24, 0.24, 0.24, 0.24, 2000
05/15/06, 0.24, 0.24, 0.22, 0.23, 80000
